MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Operator Informatio	Time:	89.36898	Sec	4/4/2014 1:55:08 PM
User	Luecke
Specimen	IF steel RD 4
Experiment	2014040401
material	Interstiial free steel
w 	12.638	mm
t	1.2	mm
Extensometer 1	3542-050M-050-ST G= 50mm
Extensometer 2	Instron diametral, NIST 635290
Gauge length pins free?	yes
Control Program	20140404-tension

User Test Notes	first test with Youngung
Operator Information End

Data Acquisition	Time:	224.81364	Sec	4/4/2014 1:57:23 PM
Time	Axial Displacement	Axial Force	Axial Strain
Sec	mm	N	mm/mm
168.14682	-6.8322396	2861.6731	-0.0009198279
168.24675	-6.8255258	2851.6018	-0.0009198279
168.34668	-6.8255258	2851.6018	-0.00093325606
168.44662	-6.8154545	2883.4937	-0.00093325606
168.54655	-6.8188114	2848.2449	-0.00092654198
168.64648	-6.8154545	2861.6731	-0.00092654198
168.74643	-6.8154545	2854.959	-0.00092654198
168.84636	-6.8053837	2878.4583	-0.00093997008
168.94629	-6.8087406	2863.3516	-0.0009198279
169.04623	-6.8020263	2854.959	-0.00093325606
169.14616	-6.8020263	2898.6003	-0.0009198279
169.24609	-6.7953124	2856.6375	-0.00092654198
169.34604	-6.7953124	2839.8523	-0.00092654198
169.44597	-6.7919555	2875.1011	-0.00093325606
169.5459	-6.7919555	2853.2805	-0.00093325606
169.64584	-6.7885981	2854.959	-0.00092654198
169.74577	-6.7818842	2863.3516	-0.0009198279
